date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:28:10	785/785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c03381f-311%22	https://colorlib.com/preview/theme/farmie/fonts/classy.svg?fftrrv	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/classycb9b.svg	(from https://colorlib.com/preview/theme/farmie/css/classy-nav.css)
20:28:10	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225c033829-2876e%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:10	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225c033829-2876e%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.eot?	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:10	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%225c033831-12d68%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:10	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c03382f-17ee8%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:11	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c03382f-286ac%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c03382c-6c7db%22	https://colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/preview/theme/farmie/css/font-awesome.min.css)
20:28:11	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Mar%202020%2014:29:13%20GMT	https://colorlib.com/preview/theme/farmie/css/owl.video.play.png	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/owl.video.play.png	(from https://colorlib.com/preview/theme/farmie/css/owl.carousel.min.css)
20:28:11	59572/59572	---M--	200	added ('OK')	application/octet-stream	etag:%225c033858-e8b4%22	https://colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.eot	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.eot	(from https://colorlib.com/preview/theme/farmie/css/style.css)
20:28:11	59572/59572	---M--	200	added ('OK')	application/octet-stream	etag:%225c033858-e8b4%22	https://colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.eot?	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/fonts/ElegantIconsd41d.eot	(from https://colorlib.com/preview/theme/farmie/css/style.css)
20:28:12	63664/63664	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c03385c-f8b0%22	https://colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.woff	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.woff	(from https://colorlib.com/preview/theme/farmie/css/style.css)
20:28:12	59388/59388	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c03385d-e7fc%22	https://colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.ttf	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.ttf	(from https://colorlib.com/preview/theme/farmie/css/style.css)
20:28:13	277297/277297	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c03385a-43b31%22	https://colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.svg	C:/Users/Babu09/Downloads/farmie/colorlib.com/preview/theme/farmie/css/fonts/ElegantIcons.svg	(from https://colorlib.com/preview/theme/farmie/css/style.css)
